age,balance,day,month,duration,campaign,pdays,previous,subscribed,housing_yes,housing_nan,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,marital_married,marital_single,marital_nan,contact_2.0,contact_nan,poutcome_2.0,poutcome_3.0,poutcome_4.0,poutcome_nan,education_2.0,education_2.5,education_3.0,education_nan,default_yes,default_nan,loan_yes,loan_nan,never_contacted_nan
33.0,-0.8974358974358975,8,may,-0.12875536480686695,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
60.0,-0.3832293832293832,8,may,-0.6909871244635193,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
33.0,-0.29244629244629244,8,may,-0.463519313304721,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
33.0,-0.09702009702009702,8,may,-0.08583690987124463,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
47.0,0.06375606375606375,8,may,-0.34763948497854075,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
31.0,-0.11088011088011088,8,may,-0.5708154506437768,2.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
34.0,-0.3264033264033264,8,may,1.1072961373390557,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
32.0,-0.3749133749133749,8,may,-0.5536480686695279,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
36.0,-0.30284130284130284,8,may,-0.38197424892703863,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
40.0,-0.38115038115038113,8,may,-0.19742489270386265,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
57.0,0.5474705474705475,8,may,0.44206008583690987,1.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
48.0,-0.37907137907137906,8,may,-0.1630901287553648,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26.0,1.5377685377685377,8,may,-0.40772532188841204,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
30.0,3.7456687456687456,8,may,0.0815450643776824,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
30.0,-0.2910602910602911,8,may,0.30042918454935624,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
35.0,0.963963963963964,8,may,0.055793991416309016,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
43.0,-0.17532917532917533,8,may,-0.09012875536480687,0.0,-1.0442225392296718,-1.0,no,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
52.0,-0.18018018018018017,8,may,-0.39914163090128757,0.0,-1.0442225392296718,-1.0,no,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
45.0,-0.3229383229383229,8,may,-0.31759656652360513,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35.0,0.1704781704781705,8,may,-0.6652360515021459,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
46.0,-0.2765072765072765,8,may,-0.871244635193133,3.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
39.0,-0.04851004851004851,8,may,-0.13733905579399142,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
38.0,-0.3361053361053361,8,may,-0.48068669527896996,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
38.0,2.7962577962577964,8,may,2.351931330472103,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
31.0,0.8641718641718642,8,may,0.6738197424892703,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
39.0,-0.2293832293832294,8,may,-0.6394849785407726,1.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
32.0,0.11365211365211365,8,may,-0.5493562231759657,1.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
32.0,-0.07553707553707553,8,may,-0.12446351931330472,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
26.0,-0.3229383229383229,8,may,0.18025751072961374,1.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
35.0,-0.16077616077616078,8,may,-0.6952789699570815,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
26.0,-0.4019404019404019,8,may,-0.17167381974248927,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
33.0,-0.17186417186417186,8,may,-0.37339055793991416,0.0,-1.0442225392296718,-1.0,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
41.0,1.27997227997228,8,may,0.21888412017167383,1.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
30.0,-0.36036036036036034,8,may,-0.030042918454935622,0.0,-1.0442225392296718,-1.0,no,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
36.0,0.8877338877338877,8,may,-0.351931330472103,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
46.0,1.0173250173250172,8,may,0.51931330472103,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
30.0,-0.37976437976437977,8,may,-0.38197424892703863,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
46.0,-0.10672210672210672,8,may,-0.6137339055793991,0.0,-1.0442225392296718,-1.0,no,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
38.0,0.4227304227304227,8,may,1.8412017167381973,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
24.0,0.15661815661815662,8,may,-0.45064377682403434,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
41.0,-0.3492723492723493,8,may,-0.3261802575107296,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
28.0,-0.42203742203742206,8,may,-0.6952789699570815,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55.0,0.6666666666666666,8,may,-0.7553648068669528,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
40.0,-0.29799029799029797,8,may,-0.6609442060085837,0.0,-1.0442225392296718,-1.0,no,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
38.0,0.24462924462924462,8,may,1.0257510729613735,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
40.0,0.10117810117810118,8,may,-0.5364806866952789,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
54.0,0.20097020097020096,8,may,0.20600858369098712,3.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
49.0,4.688842688842689,8,may,-0.41201716738197425,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
44.0,-0.44767844767844767,8,may,-0.5407725321888412,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
32.0,0.1386001386001386,8,may,-0.7381974248927039,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
36.0,-0.2085932085932086,8,may,-0.37339055793991416,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35.0,-0.1288981288981289,8,may,0.08583690987124463,1.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
31.0,0.5294525294525294,8,may,-0.34334763948497854,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
34.0,-0.3367983367983368,8,may,-0.7424892703862661,2.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
36.0,0.9015939015939016,8,may,0.5407725321888412,0.0,-1.0442225392296718,-1.0,no,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
44.0,-0.44005544005544006,8,may,-0.8755364806866953,2.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
44.0,-0.3568953568953569,8,may,2.0429184549356223,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
43.0,-0.29521829521829523,8,may,-0.575107296137339,1.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
36.0,-0.38184338184338185,8,may,0.43776824034334766,1.0,-1.0442225392296718,-1.0,no,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
37.0,-0.3090783090783091,8,may,-0.7167381974248928,1.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
31.0,-0.08246708246708247,8,may,0.9012875536480687,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
42.0,0.002772002772002772,8,may,0.055793991416309016,1.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55.0,-0.3984753984753985,8,may,-0.2575107296137339,0.0,-1.0442225392296718,-1.0,no,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
57.0,1.185031185031185,8,may,3.3090128755364807,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
33.0,0.17532917532917533,8,may,0.12875536480686695,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
44.0,-0.8094248094248094,8,may,-0.27467811158798283,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
30.0,-0.38253638253638256,8,may,0.37339055793991416,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
37.0,-0.2176022176022176,8,may,-0.26180257510729615,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
32.0,-0.02564102564102564,8,may,0.9570815450643777,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
33.0,0.9958419958419958,8,may,-0.1072961373390558,1.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
31.0,-0.04158004158004158,8,may,0.004291845493562232,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
46.0,0.08593208593208593,8,may,-0.7982832618025751,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
34.0,-0.2591822591822592,8,may,1.1330472103004292,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
51.0,-0.14622314622314622,8,may,-0.2145922746781116,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
49.0,-0.22245322245322247,8,may,-0.6008583690987125,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
52.0,-0.38184338184338185,8,may,-0.592274678111588,0.0,-1.0442225392296718,-1.0,no,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
43.0,1.2335412335412335,8,may,0.5493562231759657,3.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
35.0,-0.38184338184338185,8,may,1.0343347639484979,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
27.0,-0.23146223146223147,8,may,0.3562231759656652,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
43.0,-0.25294525294525294,8,may,-0.24892703862660945,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50.0,-0.28135828135828134,8,may,-0.2832618025751073,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
33.0,-0.28482328482328484,8,may,-0.41630901287553645,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
49.0,-0.3970893970893971,8,may,-0.7124463519313304,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
50.0,-0.11226611226611227,8,may,-0.5407725321888412,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
42.0,-0.158004158004158,8,may,0.1888412017167382,1.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
28.0,-0.3776853776853777,8,may,1.849785407725322,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
41.0,-0.2259182259182259,8,may,-0.7424892703862661,1.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
34.0,-0.2834372834372834,8,may,-0.33047210300429186,3.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
58.0,-0.3783783783783784,8,may,-0.2532188841201717,1.0,-1.0442225392296718,-1.0,no,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
46.0,-0.26126126126126126,8,may,-0.5493562231759657,2.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
46.0,-0.9140679140679141,8,may,-0.18025751072961374,2.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
42.0,-0.36105336105336105,8,may,0.5579399141630901,1.0,-1.0442225392296718,-1.0,no,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
40.0,0.288981288981289,8,may,-0.09871244635193133,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
42.0,-0.3492723492723493,8,may,-0.40772532188841204,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
33.0,-0.38184338184338185,8,may,3.2017167381974247,0.0,-1.0442225392296718,-1.0,no,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
27.0,-0.31878031878031876,8,may,-0.2918454935622318,1.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
43.0,-0.4352044352044352,8,may,0.9957081545064378,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
43.0,-0.04504504504504504,8,may,-0.24034334763948498,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
34.0,-0.14553014553014554,8,may,-0.1759656652360515,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
37.0,-0.3471933471933472,8,may,0.4978540772532189,2.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
41.0,-0.23977823977823978,8,may,-0.6223175965665236,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
39.0,0.14622314622314622,8,may,0.22317596566523606,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
37.0,-0.36036036036036034,8,may,-0.703862660944206,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
41.0,-0.7844767844767845,8,may,-0.07725321888412018,1.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
36.0,-0.41302841302841303,8,may,0.22746781115879827,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
51.0,-0.38184338184338185,8,may,0.6351931330472103,0.0,-1.0442225392296718,-1.0,no,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
28.0,-0.2986832986832987,8,may,-0.45493562231759654,2.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
31.0,-0.1496881496881497,8,may,-0.04291845493562232,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
33.0,-0.5426195426195426,8,may,-0.12017167381974249,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
31.0,-0.3624393624393624,8,may,-0.5793991416309013,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
48.0,-0.07137907137907137,8,may,-0.2017167381974249,0.0,-1.0442225392296718,-1.0,no,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26.0,-0.3562023562023562,8,may,-0.5493562231759657,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
34.0,-0.17325017325017325,8,may,-0.13304721030042918,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
38.0,0.08108108108108109,8,may,0.008583690987124463,0.0,-1.0442225392296718,-1.0,no,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
51.0,-0.30214830214830213,8,may,-0.4291845493562232,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
49.0,-0.19126819126819128,8,may,-0.9527896995708155,0.0,-1.0442225392296718,-1.0,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
60.0,-0.09494109494109494,8,may,0.6824034334763949,0.0,-1.0442225392296718,-1.0,no,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
32.0,-0.37976437976437977,8,may,-0.3218884120171674,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
36.0,-0.038115038115038115,8,may,0.14163090128755365,2.0,-1.0442225392296718,-1.0,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
28.0,-0.2778932778932779,8,may,1.094420600858369,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
34.0,-0.26888426888426886,8,may,-0.8240343347639485,0.0,-1.0442225392296718,-1.0,no,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
40.0,0.5343035343035343,8,may,-0.9012875536480687,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
33.0,0.8052668052668053,8,may,-0.9184549356223176,0.0,-1.0442225392296718,-1.0,no,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
37.0,-0.21413721413721415,8,may,-0.3218884120171674,7.0,-1.0442225392296718,-1.0,no,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
